Evelyn Young created at (30, 13) with id: 158, gender: male, age: 34, health: 68, wealth: 44, happiness: 47
and personality traits:  Openness: 25, Conscientiousness: 66, Extrovertedness: 56, Agreeableness: 49, Neuroticism: 29
Towards Mia Carter has Love: 75, Respect: 37
Towards Benjamin Gonzalez has Love: 50, Respect: 25
Towards Andrew Rivera has Love: 70, Respect: 34
Towards Paul Cook has Love: 41, Respect: 25
Towards Tyler Young has Love: 48, Respect: 37
Towards Christopher Tucker has Love: 55, Respect: 27
Towards Natalie Perez has Love: 44, Respect: 25
Towards Lillian Young has Love: 63, Respect: 37
Towards Christopher Young has Love: 37, Respect: 26
Towards Emma Richardson has Love: 63, Respect: 37
Towards Michael Morales has Love: 64, Respect: 37
Towards Benjamin Jackson has Love: 57, Respect: 26
Towards Nathan Carter has Love: 52, Respect: 31
Towards Hannah Fisher has Love: 49, Respect: 28
Towards Samantha Carter has Love: 58, Respect: 37
Towards Grace Graham has Love: 57, Respect: 37
Towards Logan Wright has Love: 61, Respect: 34
Towards Benjamin Flores has Love: 49, Respect: 25
Towards Joseph Jackson has Love: 49, Respect: 38
Towards Ava Young has Love: 39, Respect: 29
Towards Chloe Jones has Love: 47, Respect: 27
Towards Daniel Perez has Love: 51, Respect: 26
Towards Daniel Morales has Love: 50, Respect: 37
Towards Victoria Turner has Love: 49, Respect: 25
Towards Mark Wright has Love: 38, Respect: 25
Towards John Stewart has Love: 55, Respect: 34
Towards Avery Richardson has Love: 63, Respect: 31
Towards Gabriel Jackson has Love: 50, Respect: 31
Towards Daniel Murphy has Love: 43, Respect: 29
Towards Michael Lopez has Love: 42, Respect: 29
Towards Mark Nguyen has Love: 52, Respect: 32
Towards Ava Martinez has Love: 39, Respect: 25
Towards Matthew Smith has Love: 40, Respect: 26
Talked to Logan Perez
Attended party by Ella Edwards
Talked to Scarlett Taylor
Towards Emma Lee has Love: 51, Respect: 37
Idled
Year: 2, Day: 342
Worked with Paul Cook
Idled
Idled
Towards James Porter has Love: 38, Respect: 27
Idled
Year: 2, Day: 343
Idled
Worked with Mia Tran
Idled
Year: 2, Day: 344
Insulted Paul Cook
Idled
Idled
Year: 2, Day: 345
Insulted Grace Russell
Towards Christopher Collins has Love: 59, Respect: 30
Idled
Idled
Year: 2, Day: 346
Insulted Ava Martinez
Attended party by Gabriel Martinez
Worked with Grace Simmons
Idled
Attended party by Mia Graham
Idled
Year: 2, Day: 347
Attended party by Gabriel Jackson
Insulted by Mia Smith
Attended party by Natalie Morris
Idled
Idled
Idled
Year: 2, Day: 348
Talked to Emily Miller
Talked to Benjamin Young
Towards Matthew Gonzalez has Love: 42, Respect: 30
Idled
Year: 2, Day: 349
Idled
Worked with Christopher Allen
Worked with Natalie Morris
Year: 2, Day: 350
Idled
Insulted Natalie Bryant
Idled
Year: 2, Day: 351
Idled
Idled
Talked to Lillian Miller
Year: 2, Day: 352
Talked to Gabriel Martinez
Worked with Nathan Garcia
Idled
Insulted Benjamin Gonzalez
Year: 2, Day: 353
Insulted Hannah Martinez
Worked with Evelyn Davis
Attended party by Ava Young
Insulted by Ella Edwards
Worked with John Miller
Idled
Year: 2, Day: 354
Talked to Ethan Turner
Worked with Hannah Alexander
Idled
Attended party by Daniel Morales
Idled
Year: 2, Day: 355
Idled
Idled
Idled
Year: 2, Day: 356
Hosted party for 6
Idled
Talked to Avery Richardson
Year: 2, Day: 357
Idled
Attended party by Nathan Carter
Idled
Insulted by Daniel Morales
Insulted Addison Lopez
Year: 2, Day: 358
Idled
Worked with Logan Perez
Insulted by Anna Murphy
Idled
Idled
Year: 2, Day: 359
Talked to Madison Perez
Worked with Addison Lopez
Idled
Idled
Year: 2, Day: 360
Idled
Idled
Talked to John Richardson
Year: 2, Day: 361
Attended party by Natalie Hall
Idled
Towards Mark Jackson has Love: 42, Respect: 31
Talked to Logan Allen
Insulted Logan Allen
Year: 2, Day: 362
Idled
Idled
Idled
Year: 2, Day: 363
Idled
Hurt by Andrew Stewart
Talked to Mia Carter
Insulted Emily Miller
Year: 2, Day: 364
Idled
Attended party by Olivia Richardson
Insulted Andrew Rivera
Idled
Year: 2, Day: 365
Worked with Mia Davis
Idled
Idled
Idled
