Emma Lee created at (28, 48) with id: 159, gender: female, age: 8, health: 71, wealth: 97, happiness: 65
and personality traits:  Openness: 77, Conscientiousness: 66, Extrovertedness: 41, Agreeableness: 42, Neuroticism: 26
Towards Mia Carter has Love: 44, Respect: 34
Towards Chloe Cook has Love: 51, Respect: 30
Towards Anna Richardson has Love: 33, Respect: 30
Towards Daniel Graham has Love: 46, Respect: 31
Towards Evelyn Rodriguez has Love: 46, Respect: 34
Towards Natalie Hall has Love: 59, Respect: 26
Towards Tyler Carter has Love: 58, Respect: 25
Towards Andrew Stewart has Love: 48, Respect: 28
Towards Anna Murphy has Love: 52, Respect: 34
Towards Lillian Scott has Love: 53, Respect: 36
Towards Emily Nguyen has Love: 33, Respect: 32
Towards Hannah Alexander has Love: 46, Respect: 27
Towards Olivia Richardson has Love: 59, Respect: 31
Towards Anna Davis has Love: 59, Respect: 31
Towards Ava Miller has Love: 43, Respect: 28
Towards John Miller has Love: 47, Respect: 34
Towards Scarlett Porter has Love: 47, Respect: 33
Towards Madison Allen has Love: 62, Respect: 24
Towards John Hall has Love: 66, Respect: 24
Towards Benjamin Alexander has Love: 45, Respect: 30
Towards Benjamin Gonzalez has Love: 45, Respect: 31
Towards Andrew Rivera has Love: 44, Respect: 31
Towards Paul Cook has Love: 51, Respect: 24
Towards Tyler Young has Love: 73, Respect: 27
Towards Christopher Tucker has Love: 43, Respect: 28
Towards Natalie Perez has Love: 50, Respect: 25
Towards Lillian Young has Love: 54, Respect: 34
Towards Christopher Young has Love: 64, Respect: 24
Towards Emma Richardson has Love: 56, Respect: 33
Towards Michael Morales has Love: 55, Respect: 33
Towards Benjamin Jackson has Love: 38, Respect: 29
Towards Nathan Carter has Love: 56, Respect: 24
Towards Hannah Fisher has Love: 50, Respect: 25
Towards Samantha Carter has Love: 66, Respect: 25
Towards Grace Graham has Love: 62, Respect: 26
Towards Logan Wright has Love: 52, Respect: 33
Towards Benjamin Flores has Love: 40, Respect: 28
Towards Joseph Jackson has Love: 75, Respect: 27
Towards Ava Young has Love: 62, Respect: 25
Towards Chloe Jones has Love: 53, Respect: 24
Towards Daniel Perez has Love: 38, Respect: 31
Towards Daniel Morales has Love: 69, Respect: 27
Towards Victoria Turner has Love: 36, Respect: 28
Towards Mark Wright has Love: 53, Respect: 27
Towards John Stewart has Love: 61, Respect: 24
Towards Avery Richardson has Love: 40, Respect: 30
Towards Gabriel Jackson has Love: 55, Respect: 24
Towards Daniel Murphy has Love: 48, Respect: 24
Towards Michael Lopez has Love: 36, Respect: 34
Towards Mark Nguyen has Love: 58, Respect: 24
Towards Ava Martinez has Love: 56, Respect: 27
Towards Matthew Smith has Love: 32, Respect: 34
Towards Evelyn Young has Love: 37, Respect: 32
Idled
Year: 2, Day: 342
Idled
Idled
Towards James Porter has Love: 42, Respect: 24
Idled
Year: 2, Day: 343
Talked to James Porter
Insulted Logan Perez
Hosted party for 8
Worked with Ethan Lopez
Idled
Year: 2, Day: 344
Idled
Talked to Logan Perez
Idled
Year: 2, Day: 345
Towards Christopher Collins has Love: 29, Respect: 32
Idled
Talked to Andrew Stewart
Idled
Talked to Paul Cook
Year: 2, Day: 346
Talked to Benjamin Martinez
Hurt Benjamin Young
Attended party by Mia Graham
Insulted Emily Miller
Year: 2, Day: 347
Idled
Idled
Attended party by Evelyn Richardson
Talked to Matthew Smith
Year: 2, Day: 348
Insulted Scarlett Taylor
Idled
Towards Matthew Gonzalez has Love: 41, Respect: 26
Insulted Avery Richardson
Year: 2, Day: 349
Idled
Idled
Talked to Natalie Hall
Year: 2, Day: 350
Rejected by Ava Miller
Hosted party for 3
Idled
Year: 2, Day: 351
Idled
Insulted by Benjamin Martinez
Attended party by Madison Allen
Talked to Nathan Flores
Talked to Ava Williams
Talked to Olivia Rodriguez
Idled
Year: 2, Day: 352
Talked to Christopher Young
Idled
Idled
Year: 2, Day: 353
Idled
Idled
Attended party by Daniel Parker
Attended party by Natalie Hall
Idled
Year: 2, Day: 354
Idled
Idled
Idled
Year: 2, Day: 355
Idled
Insulted Grace Allen
Insulted Emily Nguyen
Year: 2, Day: 356
Idled
Idled
Talked to Hannah Richardson
Year: 2, Day: 357
Idled
Talked to Emily Nguyen
Insulted Daniel Lee
Idled
Year: 2, Day: 358
Idled
Idled
Idled
Year: 2, Day: 359
Talked to Nathan Miller
Idled
Idled
Year: 2, Day: 360
Idled
Idled
Worked with Mia Carter
Idled
Year: 2, Day: 361
Worked with Nathan Richardson
Towards Mark Jackson has Love: 55, Respect: 27
Insulted by Hannah Nguyen
Worked with Scarlett Morris
Worked with Hannah Martinez
Worked with Mia Davis
Idled
Year: 2, Day: 362
Idled
Hurt by Nathan Richardson
Idled
Idled
Year: 2, Day: 363
Insulted Christopher Bryant
Idled
Worked with Evelyn Davis
Idled
Year: 2, Day: 364
Insulted Logan Wright
Idled
Insulted Daniel Perez
Year: 2, Day: 365
Idled
Worked with Mia Graham
Idled
Idled
