Daniel Perez created at (51, 4) with id: 146, gender: male, age: 29, health: 57, wealth: 49, happiness: 48
and personality traits:  Openness: 19, Conscientiousness: 72, Extrovertedness: 31, Agreeableness: 29, Neuroticism: 27
Towards Mia Carter has Love: 67, Respect: 36
Towards Tyler Young has Love: 44, Respect: 32
Towards Christopher Tucker has Love: 54, Respect: 23
Towards Natalie Perez has Love: 43, Respect: 23
Towards Lillian Young has Love: 53, Respect: 30
Towards Christopher Young has Love: 31, Respect: 23
Towards Emma Richardson has Love: 54, Respect: 37
Towards Michael Morales has Love: 55, Respect: 32
Towards Benjamin Jackson has Love: 58, Respect: 23
Towards Nathan Carter has Love: 48, Respect: 31
Towards Hannah Fisher has Love: 48, Respect: 25
Towards Samantha Carter has Love: 48, Respect: 28
Towards Grace Graham has Love: 54, Respect: 33
Towards Logan Wright has Love: 48, Respect: 30
Towards Benjamin Flores has Love: 48, Respect: 23
Towards Joseph Jackson has Love: 44, Respect: 33
Towards Ava Young has Love: 27, Respect: 24
Towards Chloe Jones has Love: 32, Respect: 23
Year: 2, Day: 298
Idled
Idled
Idled
Year: 2, Day: 299
Idled
Idled
Towards Daniel Morales has Love: 40, Respect: 34
Idled
Year: 2, Day: 300
Towards Victoria Turner has Love: 46, Respect: 27
Idled
Talked to Victoria Turner
Talked to Mia Graham
Talked to Ava Smith
Year: 2, Day: 301
Idled
Towards Mark Wright has Love: 34, Respect: 26
Idled
Idled
Year: 2, Day: 302
Idled
Insulted by Gabriel Fisher
Talked to Hannah Fisher
Worked with Chloe Russell
Worked with Hannah Fisher
Idled
Year: 2, Day: 303
Talked to Benjamin Edwards
Idled
Idled
Year: 2, Day: 304
Talked to Paul Perez
Hurt Hannah Richardson
Idled
Year: 2, Day: 305
Towards John Stewart has Love: 43, Respect: 31
Talked to James Tucker
Attended party by John Hall
Idled
Idled
Idled
Year: 2, Day: 306
Idled
Idled
Towards Avery Richardson has Love: 56, Respect: 28
Hurt by Ethan Williams
Idled
Year: 2, Day: 307
Attended party by Benjamin Jackson
Insulted Natalie Johnson
Attended party by Benjamin Jackson
Talked to Lily Martinez
Worked with Hannah Jones
Insulted Evelyn Rodriguez
Year: 2, Day: 308
Talked to Daniel Parker
Idled
Talked to Benjamin Flores
Idled
Year: 2, Day: 309
Talked to Nathan Flores
Idled
Idled
Talked to Benjamin Jackson
Year: 2, Day: 310
Worked with Mia Graham
Idled
Idled
Year: 2, Day: 311
Insulted Ava Smith
Idled
Idled
Year: 2, Day: 312
Idled
Talked to Hannah Richardson
Idled
Idled
Year: 2, Day: 313
Idled
Worked with Ava Murphy
Talked to Ava Smith
Idled
Insulted by Mia Graham
Worked with Anna Murphy
Year: 2, Day: 314
Idled
Talked to Evelyn Davis
Insulted Nathan Richardson
Talked to Victoria Mitchell
Year: 2, Day: 315
Idled
Idled
Idled
Year: 2, Day: 316
Talked to Natalie Bryant
Talked to Mark Wright
Idled
Hurt Paul Rivera
Idled
Year: 2, Day: 317
Hurt Paul Cook
Insulted by Gabriel Jones
Idled
Talked to Mia Graham
Year: 2, Day: 318
Hurt by James Tucker
Insulted by Mia Davis
Idled
Worked with Benjamin Alexander
Idled
Year: 2, Day: 319
Idled
Idled
Idled
Year: 2, Day: 320
Talked to Addison Lopez
Hurt Natalie Bryant
Idled
Year: 2, Day: 321
Idled
Idled
Attended party by Michael Garcia
Hurt Madison Perez
Year: 2, Day: 322
Idled
Idled
Idled
Towards Gabriel Jackson has Love: 39, Respect: 27
Year: 2, Day: 323
Idled
Talked to Mia Martinez
Idled
Year: 2, Day: 324
Worked with Alex Murphy
Towards Daniel Murphy has Love: 40, Respect: 28
Idled
Idled
Year: 2, Day: 325
Idled
Talked to Natalie Perez
Idled
Attended party by Victoria Turner
Idled
Year: 2, Day: 326
Idled
Worked with Christopher Allen
Idled
Year: 2, Day: 327
Idled
Hurt by Mia Martinez
Attended party by Natalie Perez
Insulted by Logan Wright
Talked to Victoria Murphy
Hurt by Chloe Russell
Talked to Victoria Murphy
Year: 2, Day: 328
Insulted Addison Lopez
Hurt by Anna Richardson
Talked to Joseph Jackson
Talked to Victoria Nguyen
Idled
Worked with Tyler Carter
Year: 2, Day: 329
Attended party by Nathan Flores
Idled
Talked to Lillian Wright
Worked with Joseph Jackson
Attended party by Andrew Gonzalez
Attended party by Gabriel Martinez
Idled
Idled
Year: 2, Day: 330
Insulted by Lillian Young
Idled
Idled
Idled
Year: 2, Day: 331
Insulted by Grace Gonzalez
Insulted by Ethan Turner
Idled
Attended party by Emily Miller
Idled
Idled
Year: 2, Day: 332
Talked to Ava Young
Talked to Benjamin Edwards
Towards Michael Lopez has Love: 37, Respect: 31
Attended party by John Stewart
Idled
Idled
Towards Mark Nguyen has Love: 39, Respect: 30
Year: 2, Day: 333
Idled
Idled
Insulted by Benjamin Alexander
Idled
Year: 2, Day: 334
Idled
Hosted party for 3
Idled
Year: 2, Day: 335
Insulted Evelyn Davis
Attended party by Nathan Garcia
Idled
Towards Ava Martinez has Love: 32, Respect: 24
Idled
Year: 2, Day: 336
Insulted by Lillian Wright
Idled
Idled
Idled
Year: 2, Day: 337
Idled
Talked to Daniel Morales
Idled
Idled
Year: 2, Day: 338
Idled
Talked to Gabriel Wright
Towards Matthew Smith has Love: 29, Respect: 27
Worked with Natalie Hall
Idled
Year: 2, Day: 339
Hurt Grace Gonzalez
Idled
Worked with Victoria Mitchell
Year: 2, Day: 340
Attended party by Victoria Nguyen
Idled
Worked with Emma Morris
Attended party by Logan Perez
Idled
Idled
Year: 2, Day: 341
Towards Evelyn Young has Love: 37, Respect: 27
Insulted by Hannah Fisher
Insulted by Chloe Cook
Insulted by Nathan Miller
Hurt by Paul Perez
Idled
Towards Emma Lee has Love: 47, Respect: 36
Worked with Victoria Murphy
Idled
Year: 2, Day: 342
Idled
Idled
Towards James Porter has Love: 34, Respect: 27
Talked to Lillian Miller
Idled
Year: 2, Day: 343
Idled
Attended party by Emma Lee
Idled
Talked to Mia Carter
Worked with Nathan Miller
Year: 2, Day: 344
Insulted Logan Wright
Attended party by Laura Stewart
Idled
Worked with Emma Perez
Idled
Year: 2, Day: 345
Talked to Olivia Richardson
Towards Christopher Collins has Love: 52, Respect: 31
Idled
Idled
Talked to Hannah Richardson
Idled
Year: 2, Day: 346
Worked with Grace Allen
Idled
Idled
Year: 2, Day: 347
Idled
Talked to Nathan Richardson
Idled
Year: 2, Day: 348
Talked to Michael Carter
Worked with Nathan Richardson
Hurt by Olivia Lopez
Idled
Idled
Idled
Towards Matthew Gonzalez has Love: 43, Respect: 29
Year: 2, Day: 349
Insulted Matthew Nguyen
Worked with Hannah Richardson
Worked with Laura Tran
Year: 2, Day: 350
Idled
Idled
Insulted by Ethan Williams
Insulted by Daniel Lee
Attended party by Lillian Wright
Worked with Madison Taylor
Worked with Olivia Rodriguez
Year: 2, Day: 351
Idled
Idled
Idled
Year: 2, Day: 352
Hurt by Matthew Gonzalez
Idled
Idled
Idled
Year: 2, Day: 353
Idled
Idled
Attended party by Andrew Rivera
Talked to Victoria Nguyen
Worked with Benjamin Jackson
Year: 2, Day: 354
Idled
Hosted party for 5
Idled
Year: 2, Day: 355
Talked to Olivia Rodriguez
Talked to Olivia Rodriguez
Insulted Samantha Carter
Year: 2, Day: 356
Idled
Idled
Idled
Year: 2, Day: 357
Idled
Attended party by Nathan Carter
Idled
Idled
Year: 2, Day: 358
Talked to Evelyn Davis
Insulted by Victoria Mitchell
Talked to Mark Tran
Talked to Madison Perez
Idled
Idled
Insulted by Daniel Morales
Idled
Year: 2, Day: 359
Worked with Natalie Hall
Hurt by Gabriel Fisher
Insulted by Nathan Parker
Talked to Hannah Nguyen
Idled
Worked with Laura Tran
Idled
Year: 2, Day: 360
Talked to Benjamin Martinez
Insulted by Avery Richardson
Idled
Idled
Year: 2, Day: 361
Idled
Towards Mark Jackson has Love: 43, Respect: 32
Idled
Idled
Year: 2, Day: 362
Attended party by Ella Edwards
Talked to Natalie Morris
Idled
Insulted by Ava Young
Hurt Gabriel Wright
Insulted by Alex Murphy
Talked to Christopher Collins
Year: 2, Day: 363
Idled
Talked to Benjamin Flores
Talked to Hannah Nguyen
Idled
Year: 2, Day: 364
Hurt by Ethan Taylor
Attended party by Nathan Parker
Talked to Ethan Turner
Idled
Insulted by Emma Lee
Idled
Year: 2, Day: 365
Idled
Idled
Insulted Nathan Garcia
