Avery Richardson created at (57, 12) with id: 151, gender: female, age: 27, health: 46, wealth: 66, happiness: 50
and personality traits:  Openness: 50, Conscientiousness: 64, Extrovertedness: 34, Agreeableness: 26, Neuroticism: 41
Towards Mia Carter has Love: 57, Respect: 31
Towards Hannah Richardson has Love: 39, Respect: 24
Towards Michael Carter has Love: 50, Respect: 22
Towards Olivia Lopez has Love: 52, Respect: 23
Towards Mia Brown has Love: 43, Respect: 21
Towards Daniel Parker has Love: 31, Respect: 21
Towards Mia Graham has Love: 57, Respect: 26
Towards Benjamin Martinez has Love: 56, Respect: 31
Towards Natalie Morris has Love: 44, Respect: 28
Towards Nathan Flores has Love: 64, Respect: 21
Towards Alex Murphy has Love: 57, Respect: 25
Towards Chloe Russell has Love: 44, Respect: 27
Towards Addison Lopez has Love: 32, Respect: 21
Towards Emma Perez has Love: 44, Respect: 21
Towards Avery Miller has Love: 38, Respect: 21
Towards Evelyn Jackson has Love: 57, Respect: 24
Towards Ella Graham has Love: 64, Respect: 31
Towards Gabriel Fisher has Love: 60, Respect: 28
Towards Evelyn Richardson has Love: 50, Respect: 25
Towards Laura Tran has Love: 30, Respect: 21
Towards David Rodriguez has Love: 49, Respect: 21
Towards Paul Perez has Love: 43, Respect: 23
Towards Benjamin Porter has Love: 53, Respect: 21
Towards Michael Garcia has Love: 56, Respect: 23
Towards Mia Davis has Love: 56, Respect: 29
Towards Scarlett Morris has Love: 69, Respect: 30
Towards Lillian Miller has Love: 46, Respect: 25
Towards Logan Allen has Love: 54, Respect: 21
Towards Nathan Miller has Love: 41, Respect: 23
Towards Hannah Nguyen has Love: 39, Respect: 21
Towards Grace Simmons has Love: 72, Respect: 28
Towards Chloe Cook has Love: 67, Respect: 23
Towards Anna Richardson has Love: 50, Respect: 21
Towards Daniel Graham has Love: 56, Respect: 22
Towards Evelyn Rodriguez has Love: 57, Respect: 28
Towards Natalie Hall has Love: 48, Respect: 27
Towards Tyler Carter has Love: 42, Respect: 22
Towards Andrew Stewart has Love: 55, Respect: 21
Towards Anna Murphy has Love: 61, Respect: 32
Towards Lillian Scott has Love: 62, Respect: 32
Towards Emily Nguyen has Love: 45, Respect: 22
Towards Hannah Alexander has Love: 40, Respect: 21
Towards Olivia Richardson has Love: 71, Respect: 29
Towards Anna Davis has Love: 71, Respect: 27
Towards Ava Miller has Love: 50, Respect: 21
Towards John Miller has Love: 57, Respect: 31
Towards Scarlett Porter has Love: 59, Respect: 29
Towards Madison Allen has Love: 40, Respect: 21
Towards John Hall has Love: 50, Respect: 24
Towards Benjamin Alexander has Love: 54, Respect: 25
Towards Benjamin Gonzalez has Love: 58, Respect: 21
Towards Andrew Rivera has Love: 49, Respect: 21
Towards Paul Cook has Love: 29, Respect: 21
Towards Tyler Young has Love: 58, Respect: 28
Towards Christopher Tucker has Love: 46, Respect: 21
Towards Natalie Perez has Love: 31, Respect: 21
Towards Lillian Young has Love: 59, Respect: 25
Towards Christopher Young has Love: 43, Respect: 21
Towards Emma Richardson has Love: 63, Respect: 32
Towards Michael Morales has Love: 66, Respect: 29
Towards Benjamin Jackson has Love: 50, Respect: 21
Towards Nathan Carter has Love: 38, Respect: 24
Towards Hannah Fisher has Love: 40, Respect: 21
Towards Samantha Carter has Love: 34, Respect: 24
Towards Grace Graham has Love: 45, Respect: 27
Towards Logan Wright has Love: 57, Respect: 25
Towards Benjamin Flores has Love: 42, Respect: 21
Towards Joseph Jackson has Love: 56, Respect: 27
Towards Ava Young has Love: 49, Respect: 21
Towards Chloe Jones has Love: 30, Respect: 21
Towards Daniel Perez has Love: 53, Respect: 21
Towards Daniel Morales has Love: 61, Respect: 28
Towards Victoria Turner has Love: 44, Respect: 21
Towards Mark Wright has Love: 42, Respect: 21
Towards John Stewart has Love: 33, Respect: 25
Year: 2, Day: 307
Idled
Idled
Worked with Ethan Taylor
Year: 2, Day: 308
Idled
Idled
Idled
Year: 2, Day: 309
Idled
Idled
Insulted Mark Tran
Year: 2, Day: 310
Hurt Grace Perez
Idled
Idled
Year: 2, Day: 311
Idled
Insulted Michael Garcia
Idled
Year: 2, Day: 312
Insulted by Lillian Young
Talked to Christopher Bryant
Idled
Idled
Worked with John Hall
Year: 2, Day: 313
Idled
Idled
Hurt by Anna Richardson
Idled
Year: 2, Day: 314
Hurt Andrew Rivera
Insulted Christopher Davis
Attended party by Christopher Young
Insulted by Michael Carter
Idled
Year: 2, Day: 315
Idled
Talked to Nathan Parker
Idled
Idled
Year: 2, Day: 316
Talked to Christopher Tucker
Talked to Logan Allen
Idled
Year: 2, Day: 317
Idled
Worked with Grace Graham
Idled
Year: 2, Day: 318
Idled
Talked to Daniel Morales
Insulted Logan Wright
Year: 2, Day: 319
Worked with Ava Murphy
Talked to Evelyn Jackson
Insulted by Benjamin Edwards
Idled
Idled
Year: 2, Day: 320
Insulted Ethan Williams
Hurt John Richardson
Insulted by Natalie Morris
Hurt by Chloe Russell
Idled
Year: 2, Day: 321
Idled
Talked to Hannah Alexander
Hurt Gabriel Jones
Year: 2, Day: 322
Idled
Idled
Towards Gabriel Jackson has Love: 29, Respect: 22
Hosted party for 6
Year: 2, Day: 323
Idled
Idled
Idled
Year: 2, Day: 324
Idled
Towards Daniel Murphy has Love: 30, Respect: 24
Idled
Insulted Olivia Richardson
Year: 2, Day: 325
Idled
Idled
Idled
Year: 2, Day: 326
Idled
Worked with Benjamin Alexander
Talked to Benjamin Flores
Attended party by Lily Martinez
Idled
Idled
Year: 2, Day: 327
Talked to Hannah Nguyen
Worked with Scarlett Taylor
Talked to Andrew Stewart
Hurt Natalie Morris
Year: 2, Day: 328
Idled
Hosted party for 4
Idled
Year: 2, Day: 329
Talked to Mark Tran
Worked with Lillian Scott
Talked to Addison Lopez
Idled
Attended party by Natalie Johnson
Attended party by Gabriel Wright
Hurt by Ella Graham
Insulted by Hannah Richardson
Idled
Year: 2, Day: 330
Talked to Lillian Miller
Idled
Idled
Year: 2, Day: 331
Idled
Idled
Attended party by Gabriel Jackson
Idled
Year: 2, Day: 332
Worked with Ava Smith
Towards Michael Lopez has Love: 45, Respect: 26
Idled
Talked to Nathan Richardson
Towards Mark Nguyen has Love: 29, Respect: 24
Year: 2, Day: 333
Talked to Ava Young
Idled
Insulted Victoria Murphy
Year: 2, Day: 334
Idled
Attended party by Mark Tran
Idled
Worked with Paul Cook
Idled
Year: 2, Day: 335
Talked to Avery Miller
Hurt Christopher Murphy
Towards Ava Martinez has Love: 44, Respect: 21
Idled
Year: 2, Day: 336
Idled
Insulted Ethan Turner
Insulted by Mark Wright
Idled
Year: 2, Day: 337
Talked to Olivia Rodriguez
Talked to John Miller
Idled
Year: 2, Day: 338
Idled
Worked with Natalie Hall
Towards Matthew Smith has Love: 37, Respect: 24
Hurt Ava Murphy
Year: 2, Day: 339
Insulted Benjamin Flores
Idled
Attended party by Natalie Johnson
Idled
Year: 2, Day: 340
Insulted by Tyler Young
Attended party by Natalie Johnson
Insulted by Mia Brown
Talked to Ella Graham
Idled
Talked to Natalie Morris
Idled
Insulted by Scarlett Morris
Insulted Benjamin Martinez
Year: 2, Day: 341
Towards Evelyn Young has Love: 45, Respect: 23
Idled
Idled
Towards Emma Lee has Love: 38, Respect: 29
Idled
Year: 2, Day: 342
Idled
Insulted by Paul Rivera
Towards James Porter has Love: 24, Respect: 21
Insulted by Ava Miller
Hurt Laura Stewart
Insulted Paul Perez
Year: 2, Day: 343
Attended party by Natalie Hall
Talked to Mark Wright
Insulted Scarlett Morris
Insulted Ethan Turner
Year: 2, Day: 344
Idled
Idled
Idled
Year: 2, Day: 345
Towards Christopher Collins has Love: 40, Respect: 25
Attended party by John Hall
Attended party by Natalie Bryant
Talked to Lily Martinez
Idled
Talked to Natalie Hall
Worked with Victoria Turner
Idled
Year: 2, Day: 346
Talked to Christopher Tucker
Insulted by James Porter
Talked to Scarlett Porter
Hurt Christopher Bryant
Idled
Insulted by Natalie Perez
Insulted by Chloe Cook
Idled
Year: 2, Day: 347
Worked with Ethan Lopez
Insulted Mark Wright
Talked to Olivia Richardson
Idled
Idled
Year: 2, Day: 348
Idled
Idled
Towards Matthew Gonzalez has Love: 35, Respect: 22
Insulted by Emma Lee
Talked to Scarlett Morris
Insulted by Natalie Hall
Idled
Year: 2, Day: 349
Hurt by David Rodriguez
Idled
Talked to Scarlett Porter
Hurt Mia Tran
Worked with Nathan Miller
Year: 2, Day: 350
Idled
Idled
Talked to Addison Lopez
Attended party by Logan Allen
Idled
Year: 2, Day: 351
Talked to Ethan Taylor
Talked to Emily Miller
Idled
Insulted Brandon Collins
Year: 2, Day: 352
Idled
Insulted Emily Miller
Attended party by Matthew Nguyen
Worked with Madison Taylor
Year: 2, Day: 353
Worked with Chloe Smith
Talked to Hannah Richardson
Talked to Mia Brown
Attended party by Andrew Rivera
Worked with Christopher Bryant
Year: 2, Day: 354
Idled
Attended party by Natalie Johnson
Worked with Victoria Mitchell
Idled
Year: 2, Day: 355
Idled
Worked with Michael Morales
Worked with Natalie Perez
Hurt by Natalie Bryant
Insulted by Nathan Flores
Talked to Christopher Tucker
Year: 2, Day: 356
Idled
Idled
Talked to Evelyn Young
Idled
Year: 2, Day: 357
Idled
Idled
Insulted Gabriel Wright
Year: 2, Day: 358
Talked to Gabriel Fisher
Idled
Worked with Anna Jones
Attended party by Anna Jones
Idled
Year: 2, Day: 359
Idled
Attended party by Hannah Martinez
Attended party by Nathan Richardson
Idled
Talked to Natalie Hall
Year: 2, Day: 360
Hurt by Laura Tran
Idled
Insulted Daniel Perez
Hurt John Hall
Year: 2, Day: 361
Idled
Towards Mark Jackson has Love: 55, Respect: 24
Talked to Hannah Martinez
Talked to Hannah Nguyen
Year: 2, Day: 362
Idled
Talked to James Porter
Worked with Hannah Martinez
Worked with Nathan Richardson
Idled
Year: 2, Day: 363
Worked with Ethan Turner
Idled
Idled
Idled
Year: 2, Day: 364
Idled
Talked to Emma Richardson
Talked to Daniel Graham
Talked to Avery Miller
Attended party by Christopher Tucker
Worked with Paul Cook
Insulted Anna Jones
Year: 2, Day: 365
Idled
Worked with Ella Edwards
Idled
Insulted by Tyler Morales
Idled
